Wavenumber	Intensity
351.56	1166.42
352.339	1149.48
353.12	1143.97
353.9	1133.88
354.681	1109.74
355.46	1107.76
356.24	1100.83
357.021	1078.1
357.8	1076.1
358.581	1038.71
359.36	1058.96
360.141	1045.54
360.92	1033.61
361.7	1027.21
362.479	1014.35
363.258	1012.49
364.038	1000.47
364.817	998.849
365.596	994.585
366.376	998.053
367.155	992.232
367.933	977.315
368.713	970.004
369.492	963.182
370.27	971.787
371.05	976.739
371.829	967.036
372.607	965.157
373.385	969.964
374.165	968.605
374.943	962.545
375.721	969.379
376.499	976.397
377.277	964.993
378.056	971.426
378.834	970.818
379.612	973.286
380.389	976.396
381.167	971.117
381.945	976.843
382.724	977.901
383.501	985.904
384.279	969.393
385.056	971.868
385.833	966.819
386.611	970.724
387.388	977.816
388.165	989.742
388.942	976.653
389.719	977.223
390.496	965.239
391.273	955.272
392.05	945.398
392.827	952.452
393.604	954.387
394.381	936.636
395.157	936.676
395.934	934.15
396.711	924.844
397.487	913.398
398.263	918.697
399.04	906.273
399.816	896.241
400.593	906.772
401.369	892.887
402.145	880.997
402.92	883.348
403.696	880.584
404.472	880.828
405.248	878.463
406.024	878.367
406.8	861.14
407.574	870.748
408.35	864.25
409.125	869.606
409.901	880.492
410.677	869.827
411.451	863.253
412.226	870.802
413.002	882.953
413.775	864.953
414.551	870.651
415.326	868.554
416.101	866.242
416.875	875.093
417.65	871.759
418.425	877.021
419.199	868.728
419.974	871.659
420.749	876.615
421.522	867.52
422.297	854.98
423.07	856.302
423.845	868.971
424.619	850.534
425.392	854.78
426.167	850.844
426.94	848.084
427.714	850.796
428.487	834.716
429.261	840.519
430.034	844.41
430.808	849.439
431.581	851.647
432.355	843.497
433.128	846.97
433.902	839.251
434.674	814.172
435.448	824.148
436.22	827.465
436.994	843.381
437.766	836.503
438.538	830.118
439.312	822.161
440.084	823.53
440.856	834.135
441.629	831.365
442.401	844.666
443.175	835.617
443.946	848.892
444.718	827.969
445.49	835.046
446.263	835.893
447.034	848.708
447.806	841.505
448.579	834.726
449.35	838.286
450.122	849.751
450.893	855.822
451.666	860.208
452.437	867.833
453.208	864.034
453.979	859.584
454.75	856.616
455.523	872.635
456.294	872.391
457.064	872.933
457.835	866.972
458.606	873.841
459.377	877.591
460.147	899.857
460.918	890.327
461.69	862.793
462.46	891.265
463.231	892.685
464.001	891.709
464.772	897.983
465.542	893.556
466.312	900.524
467.082	899.176
467.852	906.456
468.622	903.849
469.393	919.472
470.162	917.934
470.932	911.115
471.702	912.095
472.472	910.251
473.242	903.412
474.011	896.633
474.781	915.216
475.549	894.897
476.319	900.243
477.088	903.036
477.858	896.984
478.627	894.232
479.396	916.947
480.166	900.086
480.935	900.752
481.702	892.807
482.472	910.812
483.241	889.093
484.01	902.083
484.779	893.817
485.546	884.778
486.315	911.642
487.084	896.875
487.852	880.625
488.619	887.263
489.388	890.355
490.157	892.15
490.924	893.691
491.692	885.019
492.461	883.986
493.229	890.718
493.996	885.202
494.764	885.917
495.531	879.052
496.299	885.089
497.067	882.536
497.833	871.598
498.601	891.307
499.369	889.398
499.528	889.124
500.297	872.599
501.067	872.492
501.836	879.347
502.605	870.483
503.374	892.423
504.143	899.28
504.912	893.014
505.681	900.629
506.45	885.198
507.219	889.821
507.987	891.945
508.755	891.977
509.524	908.513
510.293	884.202
511.061	892.586
511.83	901.754
512.597	911.655
513.365	921.908
514.134	924.274
514.902	922.257
515.669	911.642
516.437	918.491
517.205	930.899
517.974	925.926
518.74	926.312
519.508	948.06
520.276	936.065
521.044	941.829
521.81	951.098
522.578	941.472
523.346	948.743
524.112	965.914
524.88	968.861
525.646	979.902
526.414	973.097
527.181	971.974
527.947	980.827
528.714	985.28
529.482	947.283
530.247	961.532
531.015	978.372
531.78	960.079
532.547	966.646
533.313	958.556
534.08	961.454
534.846	945.001
535.612	948.795
536.378	933.423
537.145	945.585
537.91	937.571
538.677	947.325
539.442	922.159
540.208	914.549
540.973	908.678
541.738	922.314
542.505	921.928
543.27	912.258
544.036	904.117
544.801	890.424
545.566	912.015
546.332	895.404
547.096	914.706
547.861	887.774
548.627	889.381
549.391	896.367
550.156	876.406
550.922	878.723
551.686	874.092
552.45	878.273
553.216	865.518
553.98	860.717
554.744	878.094
555.508	845.886
556.274	836.074
557.038	832.744
557.802	820.021
558.565	825.209
559.329	818.467
560.094	809.43
560.858	805.529
561.622	790.273
562.385	798.821
563.149	780.407
563.912	776.462
564.676	778.469
565.44	766.957
566.204	764.427
566.967	752.3
567.73	743.955
568.493	742.185
569.256	733.656
570.019	736.215
570.782	729.38
571.545	730.538
572.308	714.543
573.071	721.5
573.834	708.316
574.597	712.524
575.359	708.041
576.122	705.306
576.884	709.135
577.647	706.405
578.409	699.898
579.172	688.511
579.934	682.3
580.696	678.531
581.457	677.9
582.219	674.694
582.982	683.533
583.744	674.148
584.506	676.112
585.268	674.647
586.03	662.639
586.79	658.332
587.552	660.497
588.314	659.665
589.075	658.034
589.837	652.936
590.597	652.24
591.359	645.713
592.12	644.613
592.882	645.564
593.642	636.036
594.403	633.545
595.164	630.113
595.925	636.856
596.685	643.812
597.446	636.811
598.207	628.999
598.967	626.514
599.728	625.649
600.489	626.042
601.248	624.975
602.009	624.846
602.768	623.304
603.529	625.256
604.29	628.023
605.049	630.208
605.81	633.806
606.569	635.751
607.329	632.206
608.088	630.534
608.848	644.667
609.607	638.192
610.367	638.072
611.126	640.931
611.886	654.443
612.645	653.759
613.405	636.329
614.163	645.038
614.923	647.12
615.682	639.344
616.442	633.203
617.2	636.96
617.958	654.026
618.718	653.875
619.476	652.842
620.236	645.211
620.994	654.983
621.752	649.17
622.511	643.572
623.269	646.879
624.027	646.526
624.786	649.262
625.544	659.385
626.301	646.986
627.06	656.404
627.818	665.869
628.576	666.178
629.333	657.939
630.092	661.767
630.849	672.208
631.607	675.471
632.364	666.137
633.121	659.042
633.88	658.556
634.637	678.395
635.394	672.759
636.151	668.289
636.908	672.402
637.665	688.075
638.423	678.599
639.18	684.453
639.936	693.157
640.693	693.576
641.45	684.468
642.206	682.857
642.963	691.318
643.719	692.876
644.476	703.152
645.232	691.727
645.988	710.692
646.745	728.406
647.501	709.65
648.257	729.769
649.013	740.103
649.769	736.18
650.525	741.52
651.281	752.978
652.037	765.559
652.793	753.973
653.549	765.461
654.305	773.431
655.06	788.707
655.816	785.162
656.572	795.559
657.326	804.051
658.081	802.81
658.836	819.641
659.592	817.202
660.347	808.912
661.102	827.819
661.856	823.409
662.611	827.689
663.367	813.353
664.122	827.293
664.877	832.861
665.63	833.622
666.385	829.427
667.14	834.667
667.895	830.087
668.648	827.315
669.403	827.392
670.157	815.933
670.911	821.035
671.665	817.922
672.42	809.771
673.173	810.17
673.927	811.41
674.681	820.409
675.434	817.588
676.188	818.542
676.941	801.915
677.695	804.076
678.449	797.636
679.202	816.171
679.956	821.056
680.708	820.075
681.462	823.237
682.215	812.319
682.968	819.506
683.721	826.693
684.474	831.486
685.226	820.95
685.98	826.929
686.732	833.335
687.486	831.013
688.237	836.152
688.991	853.17
689.743	847.867
690.494	842.058
690.93	845.341
691.685	851.656
692.439	846.684
693.192	846.823
693.947	837.543
694.701	841.297
695.456	848.268
696.208	852.09
696.963	848.245
697.717	856.252
698.471	846.607
699.224	842.913
699.978	855.261
700.732	865.534
701.484	842.457
702.238	841.302
702.992	848.899
703.745	847.143
704.498	849.882
705.252	839.694
706.004	837.627
706.758	856.044
707.51	841.244
708.264	838.135
709.017	828.986
709.769	831.076
710.522	827.126
711.274	827.371
712.027	812.269
712.779	809.314
713.532	819.692
714.284	807.24
715.037	807.662
715.788	810.94
716.541	816.785
717.293	820.246
718.046	802.967
718.797	799.865
719.55	800.726
720.301	816.734
721.052	819.453
721.805	827.755
722.556	815.438
723.308	815.519
724.059	818.197
724.81	827.875
725.562	836.889
726.313	846.976
727.064	833.672
727.816	846.325
728.567	857.694
729.317	860.369
730.069	872.632
730.82	883.631
731.57	899.558
732.321	912.32
733.073	923.512
733.823	923.677
734.573	940.028
735.323	963.913
736.075	980.537
736.825	991.549
737.575	1008.97
738.325	1023.6
739.075	1056.9
739.826	1072.9
740.576	1097.38
741.326	1090.97
742.076	1103.01
742.825	1131.53
743.575	1145.68
744.325	1168.53
745.074	1199.1
745.823	1209.32
746.574	1221.06
747.324	1246.84
748.073	1273.13
748.822	1281.47
749.572	1313.3
750.321	1319.89
751.07	1327.03
751.819	1329.23
752.568	1347.65
753.317	1356.9
754.066	1397.98
754.815	1381.96
755.563	1403.16
756.312	1392.96
757.059	1396.09
757.808	1405.3
758.557	1428.16
759.305	1397.62
760.054	1411.74
760.802	1405.47
761.551	1418.55
762.299	1411.32
763.047	1412.58
763.794	1396.47
764.542	1422.07
765.29	1384.35
766.038	1390.48
766.786	1385.04
767.533	1372.01
768.281	1355.31
769.029	1327.06
769.777	1329.63
770.523	1307.88
771.271	1308.29
772.018	1266.95
772.766	1266.57
773.512	1262.5
774.26	1246.3
775.007	1236.3
775.753	1218.39
776.5	1205.35
777.248	1173.51
777.994	1169.04
778.741	1147.91
779.488	1144.2
780.234	1113.91
780.981	1101.92
781.726	1091.82
782.473	1076.2
783.219	1063.48
783.966	1063.7
784.712	1034.66
785.458	1010.53
786.204	1013.19
786.95	996.304
787.696	975.28
788.441	987.739
789.188	952.754
789.933	956.889
790.679	945.783
791.424	923.754
792.17	925.371
792.915	894.852
793.66	876.969
794.406	870.658
795.151	858.445
795.897	864.484
796.641	854.829
797.386	847.416
798.132	841.919
798.876	833.101
799.62	805.554
800.366	802.78
801.11	818.142
801.854	806.818
802.6	796.567
803.344	779.404
804.088	754.443
804.834	774.398
805.578	762.452
806.321	768.647
807.065	755.882
807.811	752.189
808.554	757.463
809.298	752.501
810.042	737.842
810.785	728.592
811.53	721.381
812.274	729.462
813.017	716.996
813.76	733.672
814.504	721.204
815.247	713.167
815.99	707.836
816.733	706.217
817.478	697.086
818.221	690.705
818.964	706.157
819.707	709.052
820.45	692.764
821.193	676.241
821.936	685.635
822.678	687.005
823.421	678.965
824.164	673.619
824.906	658.881
825.649	678
826.391	660.268
827.134	648.932
827.876	652.835
828.619	653.809
829.361	646.922
830.103	649.646
830.845	650.762
831.586	641.913
832.328	654.15
833.07	638.019
833.812	644.107
834.554	640.62
835.296	641.082
836.038	648.494
836.778	644.41
837.52	643.878
838.262	629.309
839.004	622.045
839.745	628.309
840.485	640.925
841.227	644.334
841.968	638.848
842.71	644.877
843.45	655.858
844.191	652.207
844.932	655.26
845.673	645.121
846.413	655.197
847.154	656.599
847.895	646.158
848.635	658.502
849.376	672.432
850.117	666.446
850.856	671.26
851.597	664.819
852.336	678.253
853.077	683.93
853.817	686.677
854.557	691.196
855.297	679.987
856.036	681.803
856.777	693.029
857.516	677.986
858.256	690.966
858.995	695.943
859.735	696.009
860.474	696.42
861.214	706.698
861.953	705.027
862.693	700.338
863.431	708.312
864.171	692.37
864.909	708.749
865.649	693.807
866.388	708.619
867.126	704.599
867.866	698.376
868.604	696.812
869.343	701.735
870.082	711.161
870.82	713.107
871.559	725.968
872.297	710.226
873.035	708.471
873.774	699.419
874.512	696.964
875.25	703.109
875.987	708.55
876.727	703.872
877.464	701.956
878.202	707.248
878.939	699.542
879.678	693.296
879.961	686.13
880.702	695.913
881.44	712.624
882.181	718.174
882.921	707.41
883.659	704.862
884.399	706.867
885.138	706.184
885.878	704.298
886.618	706.201
887.356	711.67
888.096	704.575
888.834	709.096
889.574	704.79
890.312	703.596
891.051	729.447
891.79	698.257
892.529	709.969
893.267	708.261
894.006	727.307
894.744	730.663
895.483	723.091
896.221	726.65
896.959	713.217
897.698	731.225
898.436	730.457
899.175	736.395
899.912	727.528
900.65	723.225
901.389	734.157
902.126	744.597
902.865	738.175
903.602	743.872
904.339	737.048
905.076	759.284
905.815	738.544
906.552	741.593
907.289	775.398
908.027	747.19
908.764	758.021
909.501	758.835
910.238	750.068
910.976	773.397
911.713	774.487
912.45	779.68
913.186	772.609
913.923	767.803
914.661	778.033
915.397	785.654
916.134	812.892
916.87	783.547
917.606	792.066
918.343	808.422
919.08	802.185
919.816	800.802
920.552	810.422
921.289	815.142
922.025	822.482
922.761	820.066
923.497	815.316
924.232	816.08
924.968	830.867
925.704	829.356
926.44	828.255
927.175	831.119
927.911	843.378
928.647	853.334
929.382	848.976
930.118	852.603
930.853	857.366
931.588	865.619
932.324	851.728
933.059	847.024
933.794	864.76
934.529	858.911
935.264	860.588
935.998	875.54
936.733	884.878
937.468	871.178
938.203	877.017
938.938	860.714
939.673	869.835
940.407	878.431
941.141	865.358
941.875	884.779
942.61	877.93
943.345	867.363
944.079	902.5
944.812	893.019
945.547	896.949
946.281	892.148
947.015	884.788
947.748	894.387
948.482	911.375
949.217	907.859
949.949	910.49
950.683	893.858
951.417	907.44
952.15	902.13
952.884	911.107
953.618	908.146
954.35	910.103
955.084	900.639
955.818	899.554
956.55	902.676
957.284	901.658
958.016	897.762
958.749	897.827
959.481	901.266
960.215	896.975
960.947	907.728
961.68	904.272
962.413	905.389
963.145	905.95
963.878	884.004
964.61	890.741
965.342	911.884
966.075	902.197
966.806	902.845
967.539	910.15
968.271	900.311
969.003	892.036
969.735	913.594
970.467	910.547
971.199	898.881
971.93	883.11
972.663	887.803
973.394	900.642
974.125	889.27
974.857	883.769
975.588	890.993
976.319	886.375
977.051	891.056
977.782	878.853
978.513	875.621
979.245	875.58
979.976	875.315
980.706	874.469
981.437	883.992
982.169	880.28
982.899	865.095
983.63	867.879
984.36	856.637
985.09	861.331
985.822	849.823
986.552	849.304
987.282	859.833
988.013	855.024
988.743	851.2
989.473	844.398
990.203	855.97
990.934	839.518
991.664	828.809
992.394	819.316
993.124	814.229
993.853	811.47
994.583	819.512
995.313	806.347
996.042	800.157
996.772	797.331
997.501	791.272
998.231	784.995
998.96	785.373
999.689	786.427
1000.42	777.361
1001.15	775.136
1001.88	769.095
1002.61	756.97
1003.34	755.572
1004.06	754.951
1004.79	745.304
1005.52	733.903
1006.25	740.191
1006.98	742.252
1007.71	735.168
1008.44	734.628
1009.16	719.212
1009.89	706.802
1010.62	703.349
1011.35	690.468
1012.08	693.574
1012.81	697.697
1013.53	693.313
1014.26	682.765
1014.99	686.577
1015.72	695.373
1016.45	695.726
1017.17	699.791
1017.9	690.641
1018.63	688.243
1019.36	681.144
1020.09	682.717
1020.81	676.521
1021.54	670.378
1022.27	672.745
1022.99	674.805
1023.72	667.815
1024.45	665.095
1025.18	667.527
1025.9	657.57
1026.63	668.403
1027.36	670.473
1028.08	657.235
1028.81	659.26
1029.54	652.385
1030.26	648.093
1030.99	645.792
1031.72	640.954
1032.44	653.635
1033.17	660.613
1033.9	646.604
1034.62	644.176
1035.35	637.593
1036.07	643.596
1036.8	634.49
1037.53	637.428
1038.25	655.122
1038.98	645.302
1039.7	641.417
1040.43	632.26
1041.15	635.386
1041.88	643.176
1042.61	636.969
1043.33	635.35
1044.06	637.369
1044.78	616.102
1045.51	617.442
1046.23	606.602
1046.96	610.35
1047.68	621.304
1048.41	606.039
1049.13	601.298
1049.86	608.438
1050.58	606.602
1051.31	604.351
1052.03	613.517
1052.76	614.633
1053.48	610.091
1054.21	607.828
1054.93	600.854
1055.66	605.668
1056.38	601.683
1057.1	605.192
1057.83	600.188
1058.55	600.534
1059.28	595.388
1060	590.014
1060.72	582.68
1061.45	594.24
1062.17	586.343
1062.9	583.907
1063.62	584.222
1064.34	588.383
1065.07	592.502
1065.79	585.464
1066.51	575.399
1067.24	583.486
1067.96	588.482
1068.45	591.913
1069.17	561.961
1069.9	564.128
1070.62	566.577
1071.35	568.611
1072.07	569.999
1072.8	574.804
1073.52	559.81
1074.25	551.934
1074.97	568.051
1075.7	557.157
1076.42	559.185
1077.15	558.521
1077.87	558.172
1078.6	560.254
1079.32	552.324
1080.04	553.578
1080.77	562.679
1081.49	555.88
1082.22	563.454
1082.94	561.897
1083.66	549.33
1084.39	546.391
1085.11	533.819
1085.84	544.894
1086.56	536.629
1087.28	535.945
1088.01	539.056
1088.73	531.042
1089.45	530.162
1090.18	530.66
1090.9	541.152
1091.63	527.455
1092.35	515.527
1093.07	521.466
1093.79	524.396
1094.52	517.551
1095.24	513.456
1095.96	507.959
1096.69	512.474
1097.41	510.427
1098.13	511.708
1098.86	514.572
1099.58	507.81
1100.3	504.152
1101.02	515.603
1101.75	504.344
1102.47	507.126
1103.19	495.864
1103.91	478.216
1104.63	486.511
1105.36	495.282
1106.08	481.054
1106.8	478.143
1107.52	474.586
1108.24	468.369
1108.97	475.418
1109.69	474.367
1110.41	462.303
1111.13	458.563
1111.85	463.157
1112.57	459.954
1113.3	459.574
1114.02	462.297
1114.74	455.681
1115.46	451.957
1116.18	456.15
1116.9	455.056
1117.62	461.116
1118.34	448.939
1119.06	440.389
1119.79	453.293
1120.51	447.758
1121.23	442.108
1121.95	445.144
1122.67	432.984
1123.39	433.248
1124.11	437.842
1124.83	432.09
1125.55	431.461
1126.27	428.301
1126.99	434.327
1127.71	436.046
1128.43	434.13
1129.15	426.275
1129.87	420.125
1130.59	419.843
1131.31	426.239
1132.03	432.901
1132.75	423.197
1133.47	420.865
1134.19	425.217
1134.91	425.431
1135.63	430.01
1136.35	427.671
1137.07	427.378
1137.79	429.578
1138.51	427.147
1139.23	421.333
1139.94	421.871
1140.66	423.638
1141.38	412.009
1142.1	408.854
1142.82	416.313
1143.54	411.618
1144.26	417.572
1144.98	413.465
1145.7	413.803
1146.42	408.578
1147.13	408.144
1147.85	411.495
1148.57	403.911
1149.29	408.323
1150.01	417.169
1150.73	403.464
1151.44	409.119
1152.16	414.209
1152.88	409.698
1153.6	410.574
1154.31	400.927
1155.03	407.827
1155.75	413.949
1156.47	408.308
1157.19	405.981
1157.9	398.621
1158.62	395.222
1159.34	395.071
1160.06	399.938
1160.77	400.174
1161.49	406.529
1162.21	407.486
1162.92	410.008
1163.64	397.325
1164.36	409.444
1165.08	399.37
1165.79	407.321
1166.51	398.011
1167.23	406.879
1167.94	398.429
1168.66	397.893
1169.38	397.043
1170.09	402.524
1170.81	394.385
1171.53	397.202
1172.24	397.355
1172.96	394.634
1173.67	402.579
1174.39	394.268
1175.11	387.671
1175.82	381.901
1176.54	389.695
1177.25	391.572
1177.97	386.808
1178.69	388.412
1179.4	389.707
1180.12	388.893
1180.83	378.77
1181.55	395.303
1182.26	389.713
1182.98	391.442
1183.69	396.052
1184.41	394.496
1185.12	396.287
1185.84	390.287
1186.55	395.055
1187.27	394.279
1187.99	390.922
1188.7	391.891
1189.41	395.891
1190.13	393.739
1190.84	392.169
1191.56	381.833
1192.27	386.664
1192.99	387.508
1193.7	382.663
1194.42	382.113
1195.13	391.494
1195.84	389.503
1196.56	385.192
1197.27	390.461
1197.99	375.754
1198.7	384.399
1199.42	382.618
1200.13	379.349
1200.84	382.739
1201.56	386.258
1202.27	382.806
1202.98	378.16
1203.7	380.557
1204.41	385.362
1205.12	379.636
1205.84	386.268
1206.55	382.901
1207.27	387.442
1207.98	377.371
1208.69	374.537
1209.4	370.055
1210.12	376.687
1210.83	386.607
1211.54	381.279
1212.26	372.076
1212.97	368.271
1213.68	384.163
1214.39	379.245
1215.11	375.785
1215.82	373.476
1216.53	371.997
1217.24	378.488
1217.96	380.426
1218.67	379.152
1219.38	382.179
1220.09	378.997
1220.81	374.587
1221.52	375.328
1222.23	374.029
1222.94	382.008
1223.65	380.871
1224.36	373.933
1225.08	377.233
1225.79	388.022
1226.5	379.519
1227.21	379.048
1227.92	386.039
1228.63	387.619
1229.35	383.85
1230.06	373.286
1230.77	372.001
1231.48	374.457
1232.19	381.336
1232.9	374.441
1233.61	370.179
1234.32	369.848
1235.03	373.893
1235.74	373.281
1236.46	379.959
1237.17	376.248
1237.88	368.694
1238.59	373.96
1239.3	375.358
1240.01	360.029
1240.72	376.137
1241.43	376.177
1242.14	369.832
1242.85	372.19
1243.56	370.014
1244.27	375.69
1244.98	372.18
1245.69	373.922
1246.4	372.873
1247.11	369.399
1247.82	372.294
1248.53	372.466
1249.24	373.397
1249.95	373.058
1250.66	373.125
1251.37	377.265
1252.08	380.122
1252.78	372.233
1253.49	372.223
1254.2	381.38
1254.24	382.01
1254.95	375.719
1255.66	372.361
1256.37	368.503
1257.08	371.935
1257.79	375.249
1258.5	377.127
1259.21	374.524
1259.93	367.607
1260.64	358.73
1261.35	364.808
1262.06	374.203
1262.77	368.343
1263.48	367.743
1264.19	368.87
1264.9	375.056
1265.61	380.071
1266.32	377.013
1267.03	371.383
1267.74	368.385
1268.45	370.658
1269.16	374.05
1269.87	366.402
1270.58	377.585
1271.29	381.107
1272	369.83
1272.71	368.668
1273.42	376.858
1274.13	376.025
1274.84	377.529
1275.54	380.349
1276.25	372.918
1276.96	372.729
1277.67	375.91
1278.38	369.091
1279.09	374.723
1279.8	362.394
1280.51	368.79
1281.22	378.138
1281.93	373.968
1282.64	375.588
1283.34	384.288
1284.05	375.281
1284.76	374.914
1285.47	362.208
1286.18	375.081
1286.89	382.9
1287.59	377.002
1288.3	377.04
1289.01	381.778
1289.72	380.691
1290.43	378.803
1291.14	376.898
1291.84	378.033
1292.55	375.708
1293.26	371.463
1293.97	376.098
1294.67	375.423
1295.38	380.672
1296.09	380.18
1296.8	376.624
1297.51	388.667
1298.21	380.196
1298.92	375.503
1299.63	375.16
1300.33	384.643
1301.04	382.127
1301.75	372.769
1302.45	379.591
1303.16	374.26
1303.87	363.633
1304.58	367.702
1305.28	376.678
1305.99	369.182
1306.7	369.283
1307.4	374.66
1308.11	367.988
1308.82	378.808
1309.52	369.582
1310.23	375.674
1310.93	373.116
1311.64	376.368
1312.35	377.726
1313.05	373.725
1313.76	369.032
1314.47	374.887
1315.17	368.565
1315.88	365.62
1316.58	375.363
1317.29	376.53
1317.99	375.592
1318.7	372.342
1319.41	374.092
1320.11	369.434
1320.82	371.914
1321.52	378.128
1322.23	371.692
1322.93	367.677
1323.64	364.282
1324.34	367.997
1325.05	371.138
1325.75	375.447
1326.46	370.633
1327.16	362.255
1327.87	375.365
1328.57	375.06
1329.28	374.754
1329.98	368.313
1330.69	367.702
1331.39	374.989
1332.09	367.837
1332.8	374.53
1333.5	382.379
1334.21	372.979
1334.91	367.397
1335.62	372.002
1336.32	367.595
1337.02	371.79
1337.73	374.58
1338.43	366.984
1339.14	371.042
1339.84	365.989
1340.54	365.663
1341.25	369.523
1341.95	377.452
1342.65	378.68
1343.36	366.526
1344.06	375.316
1344.77	376.291
1345.47	367.544
1346.17	368.793
