Wavenumber	Intensity
474.555	585
475.329	551
476.101	553.5
476.875	568
477.649	561
478.422	546
479.195	551
479.968	552
480.741	548
481.514	538
482.287	529
483.061	533
483.833	538
484.606	517.5
485.378	528.5
486.151	517
486.923	505
487.696	511
488.468	507.5
489.241	506
490.013	497.5
490.786	509.5
491.557	514.5
492.329	483
493.102	501.5
493.873	494.5
494.646	485.5
495.417	477.5
496.188	480.5
496.961	478.5
497.732	482
498.503	473.5
499.275	452.5
500.046	456.5
500.817	481
501.589	477
502.36	459
503.13	469.5
503.902	469.5
504.673	452
505.444	447.5
506.214	447
506.986	435
507.756	431
508.526	419.5
509.297	434
510.068	441.5
510.839	449
511.609	441.5
512.379	441.5
513.149	418.5
513.919	435
514.69	432
515.46	428
516.229	442
516.999	432.5
517.769	431
518.538	438.5
519.308	425
520.077	434.5
520.848	435
521.618	434
522.387	447.5
523.156	428.5
523.925	439
524.695	435
525.464	434.5
526.233	437.5
527.002	438.5
527.771	424
528.54	417
529.308	428
530.077	432.5
530.846	426
531.615	417.5
532.382	419.5
533.15	420
533.919	424.5
534.687	423
535.456	425.5
536.224	433
536.992	439
537.761	415
538.527	440.5
539.296	439
540.064	434.5
540.832	427.5
541.6	421
542.368	420.5
543.134	431.5
543.902	432.5
544.67	431
545.437	428
546.204	428.5
546.971	434
547.739	434
548.506	431.5
549.272	436
550.04	436.5
550.807	431.5
551.573	429
552.34	427
553.107	441.5
553.873	437
554.64	427.5
555.407	438.5
556.172	446.5
556.939	437.5
557.706	437.5
558.472	428
559.238	452
560.004	434.5
560.77	440.5
561.535	435.5
562.302	447
563.068	448.5
563.833	433.5
564.6	423.5
565.365	448
566.131	439.5
566.896	437.5
567.662	438
568.426	434.5
569.192	443.5
569.957	426
570.721	440.5
571.487	430
572.252	440
573.018	440.5
573.782	443
574.546	430.5
575.312	433
576.076	437
576.841	441.5
577.605	423.5
578.369	437.5
579.135	440
579.898	431.5
580.662	427.5
581.427	441.5
582.191	434.5
582.955	429
583.718	439.5
584.483	432.5
585.247	429.5
586.01	428.5
586.774	431.5
587.538	435.5
588.302	436
589.065	439.5
589.828	430.5
590.591	428
591.356	421
592.119	437
592.882	428.5
593.645	426.5
594.407	445.5
595.17	432
595.933	437
596.697	442
597.46	453
598.222	447.5
598.985	428
599.747	437
600.51	427
601.272	440.5
602.034	442
602.797	463
603.559	435.5
604.321	444.5
605.083	455
605.845	463.5
606.607	438.5
607.369	462
608.131	458
608.893	456.5
609.655	466.5
610.416	456.5
611.178	458
611.94	460.5
612.7	469
613.461	463
614.223	463.5
614.984	471.5
615.745	466
616.507	465.5
617.268	477.5
618.029	473.5
618.789	470.5
619.55	478.5
620.311	489.5
621.072	478.5
621.833	473.5
622.592	474.5
623.353	486
624.114	482
624.875	488.5
625.634	484.5
626.395	478
627.155	500
627.914	484
628.675	487
629.435	482.5
630.194	482
630.954	487
631.715	497.5
632.473	511.5
633.233	485.5
633.994	486
634.752	496.5
635.512	481
636.271	481.5
637.03	502
637.79	489.5
638.549	495.5
639.308	492
640.067	503.5
640.826	502
641.584	496.5
642.344	497
643.102	488
643.861	502
644.619	505
645.378	514
646.136	508.5
646.895	507.5
647.653	506.5
648.412	508
649.17	512
649.927	503.5
650.686	505
651.444	513.5
652.203	513
652.96	507
653.717	534
654.476	521
655.233	522
655.99	512.5
656.749	520
657.506	514.5
658.263	507
659.021	522.5
659.778	522.5
660.535	542.5
661.291	545.5
662.049	536.5
662.806	533.5
663.563	541.5
664.319	539
665.077	544
665.834	555.5
666.59	553
667.346	557
668.103	547.5
668.86	557.5
669.616	545.5
670.373	555
671.129	561
671.885	565.5
672.641	568.5
673.397	567.5
674.152	577.5
674.908	578
675.665	579
676.421	587.5
677.177	595.5
677.932	579.5
678.688	583
679.443	603
680.199	595
680.954	608
681.71	602.5
682.465	615.5
683.22	608
683.975	619.5
684.73	611
685.485	621
686.241	619
686.994	620.5
687.749	627.5
688.504	609.5
689.259	628
690.013	616
690.768	607
691.523	619.5
692.277	639
693.03	630
693.785	627.5
694.539	616
695.294	624.5
696.048	608.5
696.802	620.5
697.555	620
698.309	621
699.064	602
699.818	616
700.57	605.5
701.324	606
702.078	605
702.832	599
703.584	582.5
704.338	568
705.092	578.5
705.844	562
706.598	558.5
707.351	540
708.103	538.5
708.857	529.5
709.61	522
710.362	521
711.116	515.5
711.867	499.5
712.621	500.5
713.372	493.5
714.125	484.5
714.878	469
715.63	466
716.383	465.5
717.134	444.5
717.887	440
718.639	447.5
719.391	427
720.143	432.5
720.895	410
721.646	433
722.399	415.5
723.15	414
723.901	401.5
724.653	405
725.404	391.5
726.156	391.5
726.907	370.5
727.658	381.5
728.41	377
729.161	362
729.911	361
730.663	364
731.414	363.5
732.164	347.5
732.916	340
733.666	337
734.416	347
735.168	344.5
735.918	341
736.668	341
737.418	329
738.17	328.5
738.92	325.5
739.67	340
740.419	326
741.171	330.5
741.92	326.5
742.67	323
743.42	307
744.169	317
744.919	310
745.668	321
746.419	317
747.169	310
747.918	321
748.667	308.5
749.416	301
750.166	316
750.915	305
751.664	304
752.413	315
753.162	304
753.911	302
754.66	304
755.408	299
756.157	308.5
756.906	310
757.655	317
758.403	302
759.152	308
759.9	312.5
760.649	298.5
761.397	319
762.145	321.5
762.894	315.5
763.642	318.5
764.39	327.5
765.137	319.5
765.885	326.5
766.633	335
767.381	332
768.129	350
768.877	354
769.623	361.5
770.371	356
771.119	366.5
771.866	365
772.614	385
773.36	386.5
774.108	396.5
774.855	412.5
775.603	436.5
776.349	438
777.096	485.5
777.843	495
778.589	524
779.336	560.5
780.083	612
780.829	657.5
781.576	712.5
782.323	781
783.068	863.5
783.815	988
784.562	1118.5
785.307	1245.5
786.054	1404
786.799	1579.5
787.546	1719.5
788.291	1867.5
789.038	1939
789.783	1976
790.529	1881
791.275	1785.5
792.02	1641
792.766	1470.5
793.511	1300
794.256	1130
795.002	989.5
795.747	854
796.493	759.5
797.237	682.5
797.983	614
798.727	569
799.472	530
800.218	496.5
800.962	456.5
801.707	434.5
802.452	422
803.196	413.5
803.941	392.5
804.685	372.5
805.429	357.5
806.174	355
806.918	339.5
807.662	346
808.406	340
809.151	335
809.895	329.5
810.638	330.5
811.383	337
812.127	331
812.87	317
813.613	329
814.357	327
815.102	334.5
815.845	332
816.588	332
817.331	341.5
818.074	341.5
818.817	346
819.56	359.5
820.305	364
821.047	369.5
821.79	366.5
822.533	367.5
823.276	388.5
824.018	395.5
824.761	406.5
825.504	405.5
826.246	420
826.989	442
827.731	460
828.473	480.5
829.216	506
829.958	512
830.7	561.5
831.442	594
832.185	639.5
832.927	684.5
833.669	735
834.411	813.5
835.152	886
835.893	1020
836.635	1166
837.376	1308.5
838.118	1529
838.86	1767
839.602	2016
840.343	2285
841.083	2477
841.825	2667.5
842.566	2656.5
843.307	2562.5
844.049	2380
844.788	2157
845.53	1915.5
846.271	1655
847.012	1465
847.752	1269.5
848.493	1139
849.234	1030.5
849.974	954.5
850.714	895
851.455	857.5
852.195	848.5
852.935	813
853.675	818.5
854.416	826.5
855.155	834
855.896	867
856.635	888
857.375	946.5
858.115	978
858.854	1063.5
859.594	1117
860.333	1191.5
861.073	1281.5
861.812	1382
862.552	1512
863.291	1683
864.031	1838.5
864.769	2039
865.509	2284.5
866.247	2525
866.987	2864.5
867.725	3243.5
868.465	3655.5
869.203	4091.5
869.941	4653
870.681	5182
871.419	5739
872.158	6321.5
872.896	6822.5
873.634	7221.5
874.373	7392.5
875.111	7389.5
875.849	7213.5
876.588	6916.5
877.325	6478
878.063	5908.5
878.802	5317.5
879.539	4771.5
880.277	4180.5
881.014	3703.5
881.753	3284.5
882.49	2886
883.227	2574
883.964	2278.5
884.703	2067.5
885.44	1825.5
886.177	1654
886.914	1479.5
